Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
12/30/2020,74,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,27,25,74,11
12/30/2021,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,15,61,14
12/30/2022,32,Ozone,Chico-East Avenue,06-007-0008,AQS,3,32,1,6,2
12/30/2023,48,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,36,8,48,16
12/30/2024,33,Ozone,Paradise-Clark,06-007-2003,AQS,2,33,0,19,6
12/31/2018,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,31,15,50,23
12/31/2019,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,37,16,63,19
12/31/2020,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,33,15,58,8
12/31/2021,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,33,17,65,15
12/31/2022,40,Ozone,Paradise - Airport,06-007-0007,AQS,3,40,3,14,8
12/31/2023,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,23,11,55,9
12/31/2024,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,13,60,15
